Serial No,Location,Apartment_size,Bed,Bath,Price,Area,Area_code
351,"Road No 5, Sector 10, Uttara, Dhaka",1943,3,3,28000,Uttara,72
352,"Sector 10, Uttara, Dhaka",1710,3,4,30000,Uttara,72
353,"Baridhara, Dhaka",3300,4,4,200000,Baridhara,8
354,"Block I, Bashundhara R-A, Dhaka",1050,3,2,27000,Bashundhara,10
355,"Sector 10, Uttara, Dhaka",1600,3,4,22000,Uttara,72
356,"Pallabi Extension, Pallabi, Mirpur, Dhaka",1200,3,3,16530,Mirpur,44
357,"Shantibag, Malibagh, Dhaka",1300,3,3,22000,Malibagh,41
358,"Block C, Bashundhara R-A, Dhaka",1215,3,3,20000,Bashundhara,10
359,"Block A, Bashundhara R-A, Dhaka",2200,3,4,42000,Bashundhara,10
360,"Modhubag, Boro Maghbazar, Maghbazar, Dhaka",1400,3,3,25000,Maghbazar,40
361,"Sector 13, Uttara, Dhaka",1500,3,3,27000,Uttara,72
362,"Block L, Bashundhara R-A, Dhaka",1500,4,3,17500,Bashundhara,10
363,"Sector 4, Uttara, Dhaka",1550,3,4,45000,Uttara,72
364,"Baridhara, Dhaka",2700,3,3,110000,Baridhara,8
365,"Banani, Dhaka",2200,3,4,100000,Banani,4
366,"Dhanmondi, Dhaka",2050,3,4,60000,Dhanmondi,14
367,"Sector 3, Uttara, Dhaka",1850,3,4,65000,Uttara,72
368,"Block H, Bashundhara R-A, Dhaka",1500,3,3,20000,Bashundhara,10
369,"Block B, Bashundhara R-A, Dhaka",1400,3,3,30000,Bashundhara,10
370,"South Pirerbag, Pirerbag, Mirpur, Dhaka",600,2,1,8500,Mirpur,44
371,"Dhanmondi, Dhaka",1500,3,3,30000,Dhanmondi,14
372,"Sector 11, Uttara, Dhaka",1480,3,4,35000,Uttara,72
373,"Road No 5, Sector 10, Uttara, Dhaka",2150,3,3,35000,Uttara,72
374,"Banani, Dhaka",3245,4,4,110000,Banani,4
375,"Banani, Dhaka",3245,4,4,110000,Banani,4
376,"Banani, Dhaka",3245,4,4,110000,Banani,4
377,"Block J, Baridhara, Dhaka",3100,4,4,150000,Baridhara,8
378,"Banani, Dhaka",3245,4,4,110000,Banani,4
379,"Avenue 1, Mirpur DOHS, Mirpur, Dhaka",1165,2,3,26000,Mirpur,44
380,"Nikunja 2, Nikunja, Dhaka",1500,3,3,28000,Nikunja,52
381,"Block D, Section 12, Mirpur, Dhaka",950,3,2,13500,Mirpur,44
382,"Sector 4, Uttara, Dhaka",1530,3,4,30000,Uttara,72
383,"South Pirerbag, Pirerbag, Mirpur, Dhaka",600,1,1,7500,Mirpur,44
384,"Block A, Niketan, Dhaka",1750,3,2,110000,Niketan,51
385,"Block I, Bashundhara R-A, Dhaka",2250,3,4,30000,Bashundhara,10
386,"Malibagh, Dhaka",800,2,2,17000,Malibagh,41
387,"Block A, Bashundhara R-A, Dhaka",1450,3,3,120000,Bashundhara,10
388,"Cantonment, Dhaka",1450,3,4,30000,Cantonment,11
389,"Sector 10, Uttara, Dhaka",1050,3,2,16000,Uttara,72
390,"Block D, Bashundhara R-A, Dhaka",1250,3,3,30000,Bashundhara,10
391,"Sector 10, Uttara, Dhaka",1600,3,3,20000,Uttara,72
392,"Block C, Bashundhara R-A, Dhaka",1700,3,3,30000,Bashundhara,10
393,"Block A, Sat Masjid Housing, Mohammadpur, Dhaka",950,2,3,21000,Mohammadpur,46
394,"Block H, Banasree, Dhaka",1550,4,4,31000,Banasree,5
395,"Niketan, Dhaka",2075,3,4,45000,Niketan,51
396,"Sector 10, Uttara, Dhaka",1400,3,3,22000,Uttara,72
397,"Sector 12, Uttara, Dhaka",850,2,2,16000,Uttara,72
398,"Block C, Bashundhara R-A, Dhaka",2600,3,4,42000,Bashundhara,10
399,"Shahbagh, Dhaka",600,1,1,17000,Shahbagh,59
400,"Dhanmondi, Dhaka",850,3,3,25000,Dhanmondi,14
401,"Block A, Sat Masjid Housing, Mohammadpur, Dhaka",950,2,3,21000,Mohammadpur,46
402,"PC Culture Housing, Mohammadpur, Dhaka",750,2,2,13000,Mohammadpur,46
403,"Sector 11, Uttara, Dhaka",1500,4,3,40000,Uttara,72
404,"Sector 11, Uttara, Dhaka",1500,4,3,40000,Uttara,72
405,"Sector 11, Uttara, Dhaka",1500,4,4,40000,Uttara,72
406,"Block D, Bashundhara R-A, Dhaka",3000,3,5,55000,Bashundhara,10
407,"Baridhara DOHS, Dhaka",1500,3,3,57000,Baridhara,8
408,"Sector 11, Uttara, Dhaka",1500,4,4,40000,Uttara,72
409,"Sector 11, Uttara, Dhaka",1500,4,4,40000,Uttara,72
410,"Banasree, Dhaka",1200,3,3,20000,Banasree,5
411,"Sector 4, Uttara, Dhaka",1875,3,3,50000,Uttara,72
412,"Nikunja 2, Nikunja, Dhaka",1500,3,3,45000,Nikunja,52
413,"Baitul Aman Housing Society, Adabor, Dhaka",1200,3,3,20000,Adabor,0
414,"Block E, Banasree, Dhaka",1075,3,2,19260,Banasree,5
415,"Baridhara, Dhaka",2500,4,4,160000,Baridhara,8
416,"Gulshan 2, Gulshan, Dhaka",2250,3,3,110000,Gulshan,18
417,"Uttar Badda, Badda, Dhaka",1250,3,3,22000,Badda,3
418,"Sector 4, Uttara, Dhaka",1300,3,3,28000,Uttara,72
419,"Khilkhet, Dhaka",750,2,2,12000,Khilkhet,34
420,"Baridhara, Dhaka",4000,4,4,250000,Baridhara,8
421,"Block D, Bashundhara R-A, Dhaka",1250,3,3,21000,Bashundhara,10
422,"Pirerbag, Mirpur, Dhaka",970,3,3,13000,Mirpur,44
423,"Block B, Bashundhara R-A, Dhaka",2100,4,5,67500,Bashundhara,10
424,"Baridhara DOHS, Dhaka",1350,3,3,70000,Baridhara,8
425,"Block C, Bashundhara R-A, Dhaka",1700,3,3,30000,Bashundhara,10
426,"Mohammadi Housing LTD., Mohammadpur, Dhaka",1600,3,3,27000,Mohammadpur,46
427,"Uttar Badda, Badda, Dhaka",1765,3,3,20000,Badda,3
428,"Block F, Bashundhara R-A, Dhaka",1500,3,3,25000,Bashundhara,10
429,"Gulshan 1, Gulshan, Dhaka",2600,4,4,85000,Gulshan,18
430,"Malibagh, Dhaka",700,2,2,20000,Malibagh,41
431,"Baitul Aman Housing Society, Adabor, Dhaka",1200,3,3,20000,Adabor,0
432,"Cantonment, Dhaka",1350,3,4,22000,Cantonment,11
433,"Block A, Nobodoy Housing Society, Mohammadpur, Dhaka",1000,3,2,16000,Mohammadpur,46
434,"Banani, Dhaka",1600,3,3,45000,Banani,4
435,"Baitul Aman Housing Society, Adabor, Dhaka",1200,3,3,20000,Adabor,0
436,"Uttara, Dhaka",900,3,3,30000,Uttara,72
437,"Block A, Chad Uddan Housing, Mohammadpur, Dhaka",950,3,2,15000,Mohammadpur,46
438,"Block G, Bashundhara R-A, Dhaka",1500,3,3,50000,Bashundhara,10
439,"Block H, Banasree, Dhaka",1550,4,4,30000,Banasree,5
440,"Gulshan 2, Gulshan, Dhaka",2200,3,3,90000,Gulshan,18
441,"Dhanmondi, Dhaka",1200,3,3,33000,Dhanmondi,14
442,"Monipuripara, Tejgaon, Dhaka",900,2,2,18000,Tejgaon,69
443,"Block C, Bashundhara R-A, Dhaka",1320,3,4,25000,Bashundhara,10
444,"Tejgaon, Dhaka",950,3,2,23000,Tejgaon,69
445,"Uttara, Dhaka",1800,3,3,30000,Uttara,72
446,"Block G, Bashundhara R-A, Dhaka",1600,3,3,25000,Bashundhara,10
447,"Gulshan 2, Gulshan, Dhaka",3800,3,4,300000,Gulshan,18
448,"Baitul Aman Housing Society, Adabor, Dhaka",1200,3,3,20000,Adabor,0
449,"Baitul Aman Housing Society, Adabor, Dhaka",1200,3,3,20000,Adabor,0
450,"Mirpur, Dhaka",1350,3,3,20000,Mirpur,44
451,"Mirpur, Dhaka",1000,2,3,13000,Mirpur,44
452,"Baitul Aman Housing Society, Adabor, Dhaka",1200,3,3,20000,Adabor,0
453,"Block C, Bashundhara R-A, Dhaka",1810,3,3,30000,Bashundhara,10
454,"East Goran, Goran, Khilgaon, Dhaka",980,2,2,9000,Khilgaon,33
455,"Khilgaon, Dhaka",700,2,2,13000,Khilgaon,33
456,"Mohammadpur, Dhaka",750,2,2,25000,Mohammadpur,46
457,"Sector 3, Uttara, Dhaka",1500,3,3,26000,Uttara,72
458,"Mohammadpur, Dhaka",750,2,2,14000,Mohammadpur,46
459,"Shyamoli Housing, Shekhertek, Mohammadpur, Dhaka",1400,3,3,18000,Shyamoli,65
460,"Mirpur, Dhaka",1350,3,3,20000,Mirpur,44
461,"Baridhara, Dhaka",3200,4,4,200000,Baridhara,8
462,"Block B, Aftab Nagar, Dhaka",1200,3,2,20000,Aftab Nagar,1
463,"Sector 11, Uttara, Dhaka",900,2,2,21000,Uttara,72
464,"Baitul Aman Housing Society, Adabor, Dhaka",1200,3,3,20000,Adabor,0
465,"Block H, Bashundhara R-A, Dhaka",1500,3,3,26000,Bashundhara,10
466,"Section 12, Mirpur, Dhaka",1600,3,3,19000,Mirpur,44
467,"Lalmatia, Dhaka",1580,3,3,35000,Lalmatia,38
468,"Block H, Bashundhara R-A, Dhaka",2045,3,4,100000,Bashundhara,10
469,"Gulshan 2, Gulshan, Dhaka",4200,4,4,250000,Gulshan,18
470,"Mohammadi Housing LTD., Mohammadpur, Dhaka",1100,3,3,16500,Mohammadpur,46
471,"Baitul Aman Housing Society, Adabor, Dhaka",1200,3,3,20000,Adabor,0
472,"Block D, Bashundhara R-A, Dhaka",2800,4,4,50000,Bashundhara,10
473,"Sector 10, Uttara, Dhaka",800,2,2,16000,Uttara,72
474,"Block C, Bashundhara R-A, Dhaka",1700,3,3,30000,Bashundhara,10
475,"South Monipur, Mirpur, Dhaka",1150,3,2,15000,Mirpur,44
476,"Block G, Bashundhara R-A, Dhaka",1550,3,3,21000,Bashundhara,10
477,"Block F, Bashundhara R-A, Dhaka",1735,3,3,32000,Bashundhara,10
478,"Baitul Aman Housing Society, Adabor, Dhaka",1550,3,3,30000,Adabor,0
479,"Mohammadpur, Dhaka",2700,3,3,60000,Mohammadpur,46
480,"Malibagh, Dhaka",700,2,2,20000,Malibagh,41
481,"Baridhara, Dhaka",4200,4,4,400000,Baridhara,8
482,"Mohammadia Housing Society, Mohammadpur, Dhaka",1550,3,3,34000,Mohammadpur,46
483,"Block H, Bashundhara R-A, Dhaka",1450,3,3,26000,Bashundhara,10
484,"Sector 6, Uttara, Dhaka",2900,4,4,80000,Uttara,72
485,"Block K, Baridhara, Dhaka",2800,4,4,120000,Baridhara,8
486,"Gulshan 2, Gulshan, Dhaka",2350,3,4,80000,Gulshan,18
487,"Baridhara, Dhaka",3200,4,4,200000,Baridhara,8
488,"Banani, Dhaka",3000,4,5,120000,Banani,4
489,"Sector 9, Uttara, Dhaka",2000,3,3,35000,Uttara,72
490,"Gulshan 1, Gulshan, Dhaka",2800,3,3,85000,Gulshan,18
491,"Sector 3, Uttara, Dhaka",1550,3,3,30000,Uttara,72
492,"Sector 1, Uttara, Dhaka",2600,4,4,50000,Uttara,72
493,"Section 10, Mirpur, Dhaka",650,2,2,14000,Mirpur,44
494,"Sector 14, Uttara, Dhaka",900,3,2,20000,Uttara,72
495,"Gulshan 1, Gulshan, Dhaka",2100,3,3,60000,Gulshan,18
496,"Dakkhin Paikpara, Paikpara, Mirpur, Dhaka",1100,3,2,17000,Mirpur,44
497,"Dhanmondi, Dhaka",1600,3,4,37000,Dhanmondi,14
498,"Banani, Dhaka",2700,3,3,140000,Banani,4
499,"Sector 3, Uttara, Dhaka",2200,4,4,40000,Uttara,72
500,"PC Culture Housing, Mohammadpur, Dhaka",500,2,1,10000,Mohammadpur,46
501,"Mirpur, Dhaka",1300,3,3,20000,Mirpur,44
502,"Gulshan 2, Gulshan, Dhaka",2200,3,3,100000,Gulshan,18
503,"Block B, Aftab Nagar, Dhaka",850,2,1,16000,Aftab Nagar,1
504,"Naya Paltan, Motijheel, Dhaka",900,3,2,30000,Paltan,53
505,"Sector 13, Uttara, Dhaka",800,2,2,15000,Uttara,72
506,"Gulshan 2, Gulshan, Dhaka",3500,4,4,250000,Gulshan,18
507,"Sector 7, Uttara, Dhaka",1830,3,4,35000,Uttara,72
508,"Tikatuli, Sutrapur, Dhaka",750,3,2,15000,Sutrapur,67
509,"Shantinagar, Dhaka",1200,3,3,30000,Shantinagar,61
510,"Shegunbagicha, Dhaka",1550,3,3,40000,Shegunbagicha,62
511,"Block D, Bashundhara R-A, Dhaka",1300,3,3,30000,Bashundhara,10
512,"Sector 13, Uttara, Dhaka",850,2,2,17000,Uttara,72
513,"Block C, Section 2, Mirpur, Dhaka",1600,3,3,25000,Mirpur,44
514,"Khilgaon, Dhaka",1300,3,3,28500,Khilgaon,33
515,"Mohakhali DOHS, Dhaka",2750,3,4,150000,Mohakhali,45
516,"Sector 4, Uttara, Dhaka",1500,3,3,50000,Uttara,72
517,"Motijheel, Dhaka",1300,3,3,25000,Motijheel,47
518,"Gulshan 1, Gulshan, Dhaka",1800,3,3,65000,Gulshan,18
519,"Gulshan 1, Gulshan, Dhaka",2700,3,3,110000,Gulshan,18
520,"Mohakhali DOHS, Dhaka",1800,2,2,50000,Mohakhali,45
521,"Block H, Bashundhara R-A, Dhaka",1200,3,3,17000,Bashundhara,10
522,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",1654,3,3,14000,Uttara,72
523,"Block D, Bashundhara R-A, Dhaka",2350,4,4,48000,Bashundhara,10
524,"Sector 9, Uttara, Dhaka",2000,3,4,35000,Uttara,72
525,"Bashundhara R-A, Dhaka",1800,4,4,40000,Bashundhara,10
526,"Block C, Bashundhara R-A, Dhaka",1650,3,3,28000,Bashundhara,10
527,"Sector 10, Uttara, Dhaka",1550,3,4,22000,Uttara,72
528,"Sector 11, Uttara, Dhaka",1300,3,3,25000,Uttara,72
529,"West Shewrapara, Mirpur, Dhaka",1150,3,3,16000,Mirpur,44
530,"Mohakhali DOHS, Dhaka",2700,4,4,100000,Mohakhali,45
531,"Sector 10, Uttara, Dhaka",1800,3,4,40000,Uttara,72
532,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",1000,2,2,40000,Dhanmondi,14
533,"Gulshan 2, Gulshan, Dhaka",4200,4,8,300000,Gulshan,18
534,"Bashundhara R-A, Dhaka",1800,4,4,40000,Bashundhara,10
535,"Sector 6, Uttara, Dhaka",1050,3,2,25000,Uttara,72
536,"Uttar Badda, Badda, Dhaka",880,2,2,13000,Badda,3
537,"Dhanmondi, Dhaka",3346,4,4,90000,Dhanmondi,14
538,"Block B, Banasree, Dhaka",1150,3,2,20000,Banasree,5
539,"Block B, Banasree, Dhaka",900,2,2,18500,Banasree,5
540,"Middle Pirerbag, Pirerbag, Mirpur, Dhaka",1100,3,3,15000,Mirpur,44
541,"Gulshan 1, Gulshan, Dhaka",2500,4,4,200000,Gulshan,18
542,"Uttara, Dhaka",1800,3,3,30000,Uttara,72
543,"Block C, Bashundhara R-A, Dhaka",1700,3,3,30000,Bashundhara,10
544,"Goran, Khilgaon, Dhaka",650,2,2,11000,Khilgaon,33
545,"Mohammadpur, Dhaka",1270,3,3,16000,Mohammadpur,46
546,"Taltola, Khilgaon, Dhaka",1000,3,2,20000,Taltola,68
547,"East Shewrapara, Mirpur, Dhaka",1300,3,3,22000,Mirpur,44
548,"Block D, Mohanagar Housing, West Rampura, Rampura, Dhaka",1124,3,3,25000,Rampura,56
549,"Block F, Section 11, Mirpur, Dhaka",650,2,2,10000,Mirpur,44
550,"Block G, Bashundhara R-A, Dhaka",3000,4,5,90000,Bashundhara,10
551,"PC Culture Housing, Mohammadpur, Dhaka",800,2,2,14000,Mohammadpur,46
552,"Block G, Bashundhara R-A, Dhaka",1550,3,2,25000,Bashundhara,10
553,"Sector 3, Uttara, Dhaka",1500,3,3,26000,Uttara,72
554,"Banani, Dhaka",3000,4,5,70000,Banani,4
555,"West Shewrapara, Mirpur, Dhaka",550,1,1,12000,Mirpur,44
556,"Gulshan 2, Gulshan, Dhaka",5000,4,4,350000,Gulshan,18
557,"Baridhara, Dhaka",1500,2,2,115000,Baridhara,8
558,"Sector 14, Uttara, Dhaka",1800,3,3,28000,Uttara,72
559,"Sector 14, Uttara, Dhaka",900,2,2,20000,Uttara,72
560,"Sector 14, Uttara, Dhaka",1200,3,2,20000,Uttara,72
561,"Gulshan 1, Gulshan, Dhaka",2700,4,4,70000,Gulshan,18
562,"Sector 11, Uttara, Dhaka",2200,4,4,35000,Uttara,72
563,"Sector 3, Uttara, Dhaka",1200,2,2,45000,Uttara,72
564,"East Goran, Goran, Khilgaon, Dhaka",1050,3,3,15000,Khilgaon,33
565,"Sector 11, Uttara, Dhaka",1350,3,3,30000,Uttara,72
566,"Baitul Aman Housing Society, Adabor, Dhaka",1200,3,3,21000,Adabor,0
567,"Baitul Aman Housing Society, Adabor, Dhaka",1200,3,3,21000,Adabor,0
568,"Block D, Bashundhara R-A, Dhaka",2250,4,5,60000,Bashundhara,10
569,"Rajabazar, Tejgaon, Dhaka",1050,3,2,26000,Tejgaon,69
570,"Block F, Bashundhara R-A, Dhaka",2300,4,4,55000,Bashundhara,10
571,"Kathalbagan, Dhaka",1200,3,3,25000,Kathalbagan,31
572,"Sector 13, Uttara, Dhaka",900,2,2,20000,Uttara,72
573,"Shantibag, Malibagh, Dhaka",1075,3,3,25000,Malibagh,41
574,"Rajabazar, Tejgaon, Dhaka",1050,3,2,26000,Tejgaon,69
575,"Block A, Bashundhara R-A, Dhaka",1400,3,3,24000,Bashundhara,10
576,"Sector 3, Uttara, Dhaka",2300,4,4,50000,Uttara,72
577,"Block C, Bashundhara R-A, Dhaka",1700,3,3,30000,Bashundhara,10
578,"Merul Badda, Badda, Dhaka",1550,3,3,22000,Badda,3
579,"Sector 13, Uttara, Dhaka",900,2,2,20000,Uttara,72
580,"Block B, Bashundhara R-A, Dhaka",1980,3,4,30000,Bashundhara,10
581,"Sector 3, Uttara, Dhaka",1625,3,3,25000,Uttara,72
582,"Sector 4, Uttara, Dhaka",1400,3,3,23000,Uttara,72
583,"Bashundhara R-A, Dhaka",1800,4,4,40000,Bashundhara,10
584,"Banani, Dhaka",2600,3,4,120000,Banani,4
585,"Sector 3, Uttara, Dhaka",1600,3,3,35000,Uttara,72
586,"Baridhara, Dhaka",1700,3,3,80000,Baridhara,8
587,"Sector 3, Uttara, Dhaka",1550,3,3,35000,Uttara,72
588,"Mohammadpur, Dhaka",950,3,2,24000,Mohammadpur,46
589,"Merul Badda, Badda, Dhaka",1400,3,3,25000,Badda,3
590,"Merul Badda, Badda, Dhaka",1300,3,3,25000,Badda,3
591,"Uttar Badda, Badda, Dhaka",1170,3,3,17000,Badda,3
592,"Sector 13, Uttara, Dhaka",1000,3,3,20000,Uttara,72
593,"Block B, Bashundhara R-A, Dhaka",2800,4,5,70000,Bashundhara,10
594,"Banani, Dhaka",2600,3,3,100000,Banani,4
595,"Tilpapara, Khilgaon, Dhaka",1100,3,3,24500,Khilgaon,33
596,"Mirpur, Dhaka",600,2,2,10000,Mirpur,44
597,"Mohakhali DOHS, Dhaka",2750,3,3,150000,Mohakhali,45
598,"Dhanmondi, Dhaka",2700,3,3,90000,Dhanmondi,14
599,"Block G, Bashundhara R-A, Dhaka",1650,4,4,34500,Bashundhara,10
600,"Sector 10, Uttara, Dhaka",1730,3,4,27000,Uttara,72
601,"Block D, Bashundhara R-A, Dhaka",1400,3,3,28000,Bashundhara,10
602,"Block I, Bashundhara R-A, Dhaka",1850,4,4,30000,Bashundhara,10
603,"Baridhara DOHS, Dhaka",1485,3,3,75000,Baridhara,8
604,"Uttar Badda, Badda, Dhaka",850,2,2,16000,Badda,3
605,"Baitul Aman Housing Society, Adabor, Dhaka",800,2,2,16000,Adabor,0
606,"Block F, Bashundhara R-A, Dhaka",1650,3,3,26000,Bashundhara,10
607,"Block A, Lalmatia, Dhaka",1750,3,3,45000,Lalmatia,38
608,"Block I, Bashundhara R-A, Dhaka",1300,2,4,30000,Bashundhara,10
609,"Baitul Aman Housing Society, Adabor, Dhaka",850,2,2,15000,Adabor,0
610,"Kalachandpur, Dhaka",1200,2,2,18000,Kalachandpur,29
611,"Sector 10, Uttara, Dhaka",1500,3,3,27000,Uttara,72
612,"Sector 9, Uttara, Dhaka",1000,3,2,18000,Uttara,72
613,"Banani, Dhaka",2800,3,4,125000,Banani,4
614,"Sector 11, Uttara, Dhaka",500,2,1,16000,Uttara,72
615,"Senpara Parbata, Section 10, Mirpur, Dhaka",900,2,2,13000,Mirpur,44
616,"PC Culture Housing, Mohammadpur, Dhaka",850,3,2,14000,Mohammadpur,46
617,"Sector 3, Uttara, Dhaka",2300,2,4,50000,Uttara,72
618,"Block H, Bashundhara R-A, Dhaka",1400,3,3,24000,Bashundhara,10
619,"Pirerbag, Mirpur, Dhaka",1200,3,3,17000,Mirpur,44
620,"East Rampura, Rampura, Dhaka",760,2,2,14000,Rampura,56
621,"Gulshan 2, Gulshan, Dhaka",2091,3,3,80000,Gulshan,18
622,"Rajabazar, Tejgaon, Dhaka",1000,2,3,22000,Tejgaon,69
623,"PC Culture Housing, Mohammadpur, Dhaka",725,2,2,16000,Mohammadpur,46
624,"Mohakhali DOHS, Dhaka",2750,3,3,150000,Mohakhali,45
625,"Gulshan 1, Gulshan, Dhaka",3950,4,4,170000,Gulshan,18
626,"Baridhara, Dhaka",2800,4,5,160000,Baridhara,8
627,"Senpara Parbata, Section 10, Mirpur, Dhaka",750,2,2,14500,Mirpur,44
628,"Rajabazar, Tejgaon, Dhaka",1050,3,2,26000,Tejgaon,69
629,"Shantibag, Malibagh, Dhaka",800,2,2,18000,Malibagh,41
630,"Banani, Dhaka",2600,4,4,120000,Banani,4
631,"South Banasree Project, Banasree, Dhaka",2201,4,4,35000,Banasree,5
632,"Block A, Bashundhara R-A, Dhaka",3600,4,5,80000,Bashundhara,10
633,"Block D, Bashundhara R-A, Dhaka",1400,3,3,28000,Bashundhara,10
634,"Block J, Bashundhara R-A, Dhaka",2500,4,5,35000,Bashundhara,10
635,"Block A, Nobodoy Housing Society, Mohammadpur, Dhaka",1100,3,2,17000,Mohammadpur,46
636,"Block G, Bashundhara R-A, Dhaka",1500,3,3,25000,Bashundhara,10
637,"Block B, Bashundhara R-A, Dhaka",1975,3,3,40000,Bashundhara,10
638,"Section 1, Mirpur, Dhaka",1100,3,2,14000,Mirpur,44
639,"North Pirerbag, Pirerbag, Mirpur, Dhaka",750,2,2,8500,Mirpur,44
640,"RK Mission Road, Gopibag, Motijheel, Dhaka",800,2,2,15000,Motijheel,47
641,"Gulshan 1, Gulshan, Dhaka",2000,3,3,80000,Gulshan,18
642,"Gulshan 1, Gulshan, Dhaka",2000,3,3,100000,Gulshan,18
643,"Block C, Bashundhara R-A, Dhaka",1700,3,3,30000,Bashundhara,10
644,"Dhanmondi, Dhaka",1660,3,3,40000,Dhanmondi,14
645,"Rajabazar, Tejgaon, Dhaka",1050,3,2,26000,Tejgaon,69
646,"Gulshan 2, Gulshan, Dhaka",5800,4,4,650000,Gulshan,18
647,"Shantinagar, Dhaka",700,2,2,21000,Shantinagar,61
648,"Block A, Mohanagar Housing, West Rampura, Rampura, Dhaka",1700,3,4,30000,Rampura,56
649,"Block F, Bashundhara R-A, Dhaka",1700,3,4,25000,Bashundhara,10
650,"Sector 14, Uttara, Dhaka",1550,3,3,26000,Uttara,72
651,"Sector 7, Uttara, Dhaka",2800,4,4,40000,Uttara,72
652,"Block K, Baridhara, Dhaka",2750,3,3,160000,Baridhara,8
653,"Wari, Sutrapur, Dhaka",650,2,2,18000,Sutrapur,67
654,"Gulshan 2, Gulshan, Dhaka",2750,3,3,100000,Gulshan,18
655,"Baridhara DOHS, Dhaka",1300,3,4,50000,Baridhara,8
656,"Merul Badda, Badda, Dhaka",1400,3,3,25000,Badda,3
657,"Merul Badda, Badda, Dhaka",1400,3,3,25000,Badda,3
658,"Badda, Dhaka",1200,2,2,16000,Badda,3
659,"Sector 3, Uttara, Dhaka",1100,3,3,28000,Uttara,72
660,"Monipuripara, Tejgaon, Dhaka",1000,3,2,24000,Tejgaon,69
661,"Banani, Dhaka",1675,4,4,55000,Banani,4
662,"Gulshan 1, Gulshan, Dhaka",2300,4,4,70000,Gulshan,18
663,"Baridhara, Dhaka",2580,4,4,140000,Baridhara,8
664,"Bashundhara R-A, Dhaka",1800,4,4,40000,Bashundhara,10
665,"Avenue 6, Mirpur DOHS, Mirpur, Dhaka",2200,3,3,35000,Mirpur,44
666,"Gulshan 2, Gulshan, Dhaka",2300,3,3,80000,Gulshan,18
667,"Baitul Aman Housing Society, Adabor, Dhaka",1200,3,3,21000,Adabor,0
668,"Baitul Aman Housing Society, Adabor, Dhaka",1200,3,3,21000,Adabor,0
669,"Shyamoli, Dhaka",1240,3,3,19000,Shyamoli,65
670,"Sector 9, Uttara, Dhaka",1442,3,3,25000,Uttara,72
671,"Block K, Baridhara, Dhaka",2800,3,3,110000,Baridhara,8
672,"Pirerbag, Mirpur, Dhaka",1050,2,2,13000,Mirpur,44
673,"Block C, Bashundhara R-A, Dhaka",1810,3,4,27000,Bashundhara,10
674,"Maghbazar, Dhaka",850,2,2,17000,Maghbazar,40
675,"Block I, Bashundhara R-A, Dhaka",1850,3,4,60000,Bashundhara,10
676,"Sector 12, Uttara, Dhaka",850,2,2,16000,Uttara,72
677,"Sector 13, Uttara, Dhaka",850,2,2,17000,Uttara,72
678,"Kalabagan, Dhaka",1375,3,4,32000,Kalabagan,28
679,"Sector 10, Uttara, Dhaka",1550,3,4,45000,Uttara,72
680,"Gulshan 1, Gulshan, Dhaka",2500,4,4,200000,Gulshan,18
681,"Pirerbag, Mirpur, Dhaka",850,2,2,11000,Mirpur,44
682,"Road No 7, Block E, Banasree, Dhaka",900,3,2,17000,Banasree,5
683,"Sector 7, Uttara, Dhaka",1650,3,3,70000,Uttara,72
684,"Block C, Aftab Nagar, Dhaka",1700,3,4,30000,Aftab Nagar,1
685,"Sector 6, Uttara, Dhaka",2300,3,3,50000,Uttara,72
686,"Bashundhara R-A, Dhaka",1800,4,4,40000,Bashundhara,10
687,"East Rampura, Rampura, Dhaka",550,2,1,10500,Rampura,56
688,"Block D, Bashundhara R-A, Dhaka",2250,3,4,30000,Bashundhara,10
689,"Gulshan 1, Gulshan, Dhaka",2800,3,4,110000,Gulshan,18
690,"Block I, Bashundhara R-A, Dhaka",1465,3,3,25000,Bashundhara,10
691,"Shantinagar, Dhaka",700,2,1,18000,Shantinagar,61
692,"Block G, Bashundhara R-A, Dhaka",1500,4,3,26000,Bashundhara,10
693,"Block B, Nobodoy Housing Society, Mohammadpur, Dhaka",1050,3,2,16000,Mohammadpur,46
694,"Baridhara, Dhaka",6300,4,5,400000,Baridhara,8
695,"Baridhara, Dhaka",6300,4,5,400000,Baridhara,8
696,"Sector 10, Uttara, Dhaka",2100,3,3,30000,Uttara,72
697,"Pirerbag, Mirpur, Dhaka",850,2,2,11000,Mirpur,44
698,"Pirerbag, Mirpur, Dhaka",850,2,2,11000,Mirpur,44
699,"Cantonment, Dhaka",1000,3,3,21000,Cantonment,11
700,"Hazaribag, Dhaka",1200,3,2,20000,Hazaribag,20
701,"Avenue 2, Mirpur DOHS, Mirpur, Dhaka",2400,4,4,40000,Mirpur,44
702,"Sector 10, Uttara, Dhaka",1500,3,4,24000,Uttara,72
703,"Sector 13, Uttara, Dhaka",2146,3,4,55000,Uttara,72
704,"Sector 14, Uttara, Dhaka",1000,2,2,19000,Uttara,72
705,"Sector 12, Uttara, Dhaka",900,2,2,18000,Uttara,72
706,"Priyanka City, Sector 12, Uttara, Dhaka",1300,3,4,28000,Uttara,72
707,"Baridhara, Dhaka",1700,3,3,80000,Baridhara,8
